sourceFile,drugCode,genericName,specification,unit,series,category,metadata.englishName,metadata.chineseAcronym,metadata.brandName,metadata.commonDosage,metadata.recommendedDosages,metadata.recommendedFrequency,metadata.form,metadata.route,metadata.indications,metadata.contraindications,metadata.sideEffects,metadata.drugInteractions,metadata.specialInstructions,metadata.pregnancyCategory,metadata.renalAdjustment,metadata.hepaticAdjustment,metadata.frequency1,metadata.frequency2,metadata.frequency3,metadata.frequency4
general-drug-database.ts,sitagliptin,西格列汀,25mg;50mg;100mg,mg,DPP-4抑制剂,中国上市,Sitagliptin,SITA,捷诺维,100mg,,每日1次,口服,口服,2型糖尿病,1型糖尿病;严重肾功能不全,上呼吸道感染;头痛;胰腺炎,地高辛;二甲双胍,可与或不与食物同服,B,肾功能不全时减量,正常剂量,QD,,,
general-drug-database.ts,vildagliptin,维格列汀,50mg,mg,DPP-4抑制剂,中国上市,Vildagliptin,VILD,佳维乐,50mg,,每日2次,口服,口服,2型糖尿病,1型糖尿病;严重肝功能不全;酮症酸中毒,头痛;头晕;肝酶升高,ACE抑制剂;二甲双胍,可与或不与食物同服,B,肾功能不全时减量,肝功能损害时禁用,BID,,,
general-drug-database.ts,saxagliptin,沙格列汀,2.5mg;5mg,mg,DPP-4抑制剂,中国上市,Saxagliptin,SAX,安立泽,5mg,,每日1次,口服,口服,2型糖尿病,1型糖尿病;严重肾功能不全,上呼吸道感染;头痛;泌尿道感染,CYP3A4抑制剂;胰岛素,可与或不与食物同服,B,肾功能不全时减量,正常剂量,QD,,,
general-drug-database.ts,linagliptin,利格列汀,5mg,mg,DPP-4抑制剂,中国上市,Linagliptin,LINA,欧唐静,5mg,,每日1次,口服,口服,2型糖尿病,1型糖尿病,鼻咽炎;头痛;胰腺炎,胰岛素;磺脲类,可与或不与食物同服,B,正常剂量,正常剂量,QD,,,
general-drug-database.ts,canagliflozin,卡格列净,100mg;300mg,mg,SGLT2抑制剂,中国上市,Canagliflozin,CANA,怡可安,100-300mg,,每日1次,口服,口服,2型糖尿病,1型糖尿病;严重肾功能不全;透析,泌尿生殖系统感染;多尿;低血压,利尿剂;地高辛;利福平,早餐前服用,C,eGFR<30禁用,正常剂量,QD,,,
general-drug-database.ts,repaglinide,瑞格列奈,0.5mg;1mg;2mg,mg,格列奈类,中国上市,Repaglinide,RPG,诺和龙,0.5-4mg,,每日3次,口服,口服,2型糖尿病,1型糖尿病;酮症酸中毒;严重肝肾功能不全,低血糖;体重增加;胃肠道反应,吉非罗齐;酮康唑;利福平,餐前15分钟内服用,C,肾功能不全时谨慎,肝功能损害时禁用,TID,,,
general-drug-database.ts,nateglinide,那格列奈,60mg;120mg,mg,格列奈类,中国上市,Nateglinide,NAT,唐力,60-180mg,,每日3次,口服,口服,2型糖尿病,1型糖尿病;酮症酸中毒,低血糖;体重增加;腹泻,吉非罗齐;NSAIDs,餐前1-30分钟内服用,C,肾功能不全时谨慎,肝功能损害时谨慎,TID,,,
general-drug-database.ts,insulin-glargine,甘精胰岛素,100U/ml,IU,长效胰岛素类似物,中国上市,Insulin Glargine,IGL,来得时,10-40U,,每日1次,皮下注射,皮下注射,1型糖尿病;2型糖尿病,低血糖,低血糖;注射部位反应;体重增加,β受体阻滞剂;ACE抑制剂,固定时间注射,C,正常剂量,正常剂量,QD,,,
general-drug-database.ts,insulin-aspart,门冬胰岛素,100U/ml,IU,速效胰岛素类似物,中国上市,Insulin Aspart,IAS,诺和锐,4-20U,,每日3次,皮下注射,皮下注射,1型糖尿病;2型糖尿病,低血糖,低血糖;注射部位反应;体重增加,β受体阻滞剂;ACE抑制剂,餐前即刻注射,B,正常剂量,正常剂量,TID,,,
general-drug-database.ts,insulin-lispro,赖脯胰岛素,100U/ml,IU,速效胰岛素类似物,中国上市,Insulin Lispro,ILI,优泌乐,4-20U,,每日3次,皮下注射,皮下注射,1型糖尿病;2型糖尿病,低血糖,低血糖;注射部位反应;体重增加,β受体阻滞剂;ACE抑制剂,餐前15分钟内注射,B,正常剂量,正常剂量,TID,,,
general-drug-database.ts,dapagliflozin,达格列净,5mg;10mg,mg,SGLT2抑制剂,中国上市,Dapagliflozin,DAPA,安达唐,10mg,,每日1次,口服,口服,2型糖尿病,1型糖尿病;严重肾功能不全;酮症酸中毒,泌尿生殖系统感染;多尿;酮症酸中毒,利尿剂;胰岛素,晨起服用监测酮体,C,eGFR<25禁用,正常剂量,QD,,,
general-drug-database.ts,empagliflozin,恩格列净,10mg;25mg,mg,SGLT2抑制剂,中国上市,Empagliflozin,EMPA,欧唐宁,10-25mg,,每日1次,口服,口服,2型糖尿病,1型糖尿病;严重肾功能不全;透析,泌尿生殖系统感染;低血压;酮症酸中毒,利尿剂;胰岛素,晨起服用充足饮水,C,eGFR<20禁用,正常剂量,QD,,,
general-drug-database.ts,ertugliflozin,依格列净,5mg;15mg,mg,SGLT2抑制剂,中国上市,Ertugliflozin,ERT,怡可静,5-15mg,,每日1次,口服,口服,2型糖尿病,1型糖尿病;严重肾功能不全;透析,泌尿生殖系统感染;低血压;酮症酸中毒,利尿剂;胰岛素,晨起服用,C,eGFR<30禁用,正常剂量,QD,,,
general-drug-database.ts,rosiglitazone,罗格列酮,4mg;8mg,mg,噻唑烷二酮类,中国上市,Rosiglitazone,ROS,文迪雅,4-8mg,,每日1次;每日2次,口服,口服,2型糖尿病,心力衰竭;活动性肝病;膀胱癌,水肿;体重增加;心力衰竭;骨折风险,胰岛素;硝酸酯类,监测肝功能心功能,C,正常剂量,肝功能损害时禁用,QD,,,
general-drug-database.ts,pioglitazone,吡格列酮,15mg;30mg;45mg,mg,噻唑烷二酮类,中国上市,Pioglitazone,PIO,艾汀,15-45mg,,每日1次,口服,口服,2型糖尿病,心力衰竭;活动性肝病;膀胱癌,水肿;体重增加;心力衰竭;骨折风险,胰岛素;口服避孕药,监测肝功能心功能,C,正常剂量,肝功能损害时禁用,QD,,,
general-drug-database.ts,semaglutide,司美格鲁肽,0.25mg;0.5mg;1mg,mg,GLP-1受体激动剂,中国上市,Semaglutide,SEM,诺和泰,0.5-1mg,,每周1次,皮下注射,皮下注射,2型糖尿病,甲状腺髓样癌家族史;MEN2综合征,恶心;呕吐;腹泻;胰腺炎,胰岛素;磺脲类,固定周日注射,C,正常剂量,正常剂量,QW,,,
general-drug-database.ts,liraglutide,利拉鲁肽,0.6mg;1.2mg;1.8mg,mg,GLP-1受体激动剂,中国上市,Liraglutide,LIRA,诺和力,0.6-1.8mg,,每日1次,皮下注射,皮下注射,2型糖尿病;肥胖症,甲状腺髓样癌家族史;MEN2综合征,恶心;呕吐;腹泻;胰腺炎,胰岛素;磺脲类,固定时间注射,C,正常剂量,正常剂量,QD,,,
general-drug-database.ts,dulaglutide,度拉糖肽,0.75mg;1.5mg,mg,GLP-1受体激动剂,中国上市,Dulaglutide,DULA,度易达,0.75-1.5mg,,每周1次,皮下注射,皮下注射,2型糖尿病,甲状腺髓样癌家族史;MEN2综合征,恶心;呕吐;腹泻;胰腺炎,胰岛素;磺脲类,固定周日注射,C,正常剂量,正常剂量,QW,,,
general-drug-database.ts,exenatide,艾塞那肽,5mcg;10mcg,mcg,GLP-1受体激动剂,中国上市,Exenatide,EXE,百泌达,5-10mcg,,每日2次,皮下注射,皮下注射,2型糖尿病,1型糖尿病;严重肾功能不全,恶心;呕吐;腹泻;低血糖,胰岛素;磺脲类,餐前60分钟内注射,C,eGFR<30谨慎,正常剂量,BID,,,
general-drug-database.ts,glucose,葡萄糖,5%;10%;25%;50%,ml,能量补充,中国上市,Glucose,GLU,葡萄糖注射液,按需,,必要时,静脉注射,静脉注射,低血糖;能量补充;高渗脱水,高血糖;糖尿病酮症酸中毒,高血糖;电解质紊乱;血栓性静脉炎,胰岛素,监测血糖,A,正常剂量,正常剂量,PRN,,,
general-drug-database.ts,ascorbic-acid,维生素C,100mg;500mg,mg,维生素类,中国上市,Ascorbic Acid,VitC,维生素C片,100-200mg,,每日1次;每日2次,口服,口服,维生素C缺乏;坏血病,高草酸尿症;肾结石,胃肠道反应;草酸盐结石,华法林;铁剂,餐后服用,A,正常剂量,正常剂量,QD,,,
general-drug-database.ts,ergocalciferol,维生素D2,0.125mg;0.25mg,mg,维生素类,中国上市,Ergocalciferol,VitD2,骨化醇,0.25-1mg,,每日1次,口服,口服,维生素D缺乏;骨质疏松,高钙血症;肾结石,高钙血症;肾结石;软组织钙化,地高辛;噻嗪类利尿剂,监测血钙,A,正常剂量,正常剂量,QD,,,
general-drug-database.ts,niacin,烟酸,50mg;100mg;500mg,mg,维生素类/调脂药,中国上市,Niacin,VitB3,烟酸片,50-2000mg,,每日1次;每日3次,口服,口服,烟酸缺乏症;高脂血症,活动性肝病;活动性消化性溃疡,面部潮红;瘙痒;肝毒性;高血糖,他汀类;降糖药,餐时服用或阿司匹林预处理,C,正常剂量,肝功能损害时禁用,QD,,,
general-drug-database.ts,biotin,生物素,5mg,mg,维生素类,中国上市,Biotin,VitH,生物素片,5-10mg,,每日1次,口服,口服,生物素缺乏,无,无,无,可与或不与食物同服,A,正常剂量,正常剂量,QD,,,
general-drug-database.ts,acarbose,阿卡波糖,50mg;100mg,mg,α-葡萄糖苷酶抑制剂,中国上市,Acarbose,ACA,拜唐苹,50-100mg,,每日3次,口服,口服,2型糖尿病;餐后高血糖,肠道疾病;严重肝肾功能不全,腹胀;腹泻;排气,地高辛;华法林,餐时第一口饭服用,B,肌酐>2mg/dl禁用,肝功能损害时谨慎,TID,,,
general-drug-database.ts,amlodipine,苯磺酸氨氯地平,2.5mg;5mg;10mg,mg,二氢吡啶类钙通道阻滞剂,中国上市,Amlodipine,AML,络活喜,5-10mg,,每日1次,口服,口服,高血压;心绞痛,严重低血压;主动脉瓣狭窄,水肿;头痛;面部潮红;心悸,西柚汁;CYP3A4抑制剂,可与或不与食物同服,C,正常剂量,肝功能损害时减量,QD,,,
general-drug-database.ts,nifedipine,硝苯地平,10mg;20mg;30mg,mg,二氢吡啶类钙通道阻滞剂,中国上市,Nifedipine,NIF,拜新同,30-60mg,,每日1次,口服,口服,高血压;心绞痛,严重低血压;主动脉瓣狭窄;急性心梗,头痛;面部潮红;踝部水肿;心动过速,西柚汁;β受体阻滞剂,缓释片整片吞服,C,正常剂量,肝功能损害时减量,QD,,,
general-drug-database.ts,felodipine,非洛地平,2.5mg;5mg;10mg,mg,二氢吡啶类钙通道阻滞剂,中国上市,Felodipine,FEL,波依定,5-10mg,,每日1次,口服,口服,高血压,严重低血压;主动脉瓣狭窄,头痛;水肿;面部潮红,西柚汁;CYP3A4抑制剂,早晨空腹或早餐时服用,C,正常剂量,肝功能损害时减量,QD,,,
general-drug-database.ts,lacidipine,拉西地平,2mg;4mg,mg,二氢吡啶类钙通道阻滞剂,中国上市,Lacidipine,LAC,司乐平,4mg,,每日1次,口服,口服,高血压,严重低血压;主动脉瓣狭窄,头痛;水肿;面部潮红,西柚汁;CYP3A4抑制剂,早晨服用,C,正常剂量,肝功能损害时减量,QD,,,
general-drug-database.ts,lercanidipine,乐卡地平,10mg;20mg,mg,二氢吡啶类钙通道阻滞剂,中国上市,Lercanidipine,LER,赞尼平,10-20mg,,每日1次,口服,口服,高血压,严重低血压;主动脉瓣狭窄,头痛;水肿;面部潮红,西柚汁;CYP3A4抑制剂,餐前15分钟服用,C,正常剂量,肝功能损害时减量,QD,,,
general-drug-database.ts,valsartan,缬沙坦,80mg;160mg,mg,ARB类,中国上市,Valsartan,VAL,代文,80-320mg,,每日1次,口服,口服,高血压;心力衰竭;心梗后,妊娠;双侧肾动脉狭窄;严重肝功能不全,头晕;高钾血症;肾功能下降,钾补充剂;锂剂;NSAID,可与或不与食物同服,D,肾功能不全时谨慎,肝功能损害时减量,QD,,,
general-drug-database.ts,irbesartan,厄贝沙坦,75mg;150mg;300mg,mg,ARB类,中国上市,Irbesartan,IRB,安博维,150-300mg,,每日1次,口服,口服,高血压;2型糖尿病肾病,妊娠;双侧肾动脉狭窄,头晕;高钾血症;疲劳,钾补充剂;锂剂;NSAID,可与或不与食物同服,D,肾功能不全时谨慎,肝功能损害时谨慎,QD,,,
general-drug-database.ts,losartan,氯沙坦钾,50mg;100mg,mg,ARB类,中国上市,Losartan,LOS,科素亚,50-100mg,,每日1次,口服,口服,高血压;糖尿病肾病;心力衰竭,妊娠;双侧肾动脉狭窄,头晕;高钾血症;腹泻,钾补充剂;利福平;氟康唑,可与或不与食物同服,D,肾功能不全时减量,肝功能损害时减量,QD,,,
general-drug-database.ts,olmesartan,奥美沙坦,10mg;20mg;40mg,mg,ARB类,中国上市,Olmesartan,OLM,傲坦,20-40mg,,每日1次,口服,口服,高血压,妊娠;双侧肾动脉狭窄,头晕;高钾血症;腹泻,钾补充剂;锂剂,可与或不与食物同服,D,肾功能不全时谨慎,肝功能损害时谨慎,QD,,,
general-drug-database.ts,candesartan,坎地沙坦,4mg;8mg;16mg;32mg,mg,ARB类,中国上市,Candesartan,CAN,必洛斯,8-32mg,,每日1次,口服,口服,高血压;心力衰竭,妊娠;双侧肾动脉狭窄,头晕;高钾血症;头痛,钾补充剂;锂剂,可与或不与食物同服,D,肾功能不全时谨慎,肝功能损害时减量,QD,,,
general-drug-database.ts,ramipril,雷米普利,1.25mg;2.5mg;5mg;10mg,mg,ACE抑制剂,中国上市,Ramipril,RAM,瑞泰,2.5-10mg,,每日1次,口服,口服,高血压;心力衰竭;心梗后,血管神经性水肿;妊娠;双侧肾动脉狭窄,干咳;高钾血症;头晕;血管神经性水肿,钾补充剂;NSAID;锂剂,可与或不与食物同服,D,肾功能不全时减量,肝功能损害时减量,QD,,,
general-drug-database.ts,lisinopril,赖诺普利,5mg;10mg;20mg,mg,ACE抑制剂,中国上市,Lisinopril,LIS,捷赐瑞,10-40mg,,每日1次,口服,口服,高血压;心力衰竭,血管神经性水肿;妊娠;双侧肾动脉狭窄,干咳;高钾血症;头晕,钾补充剂;NSAID;锂剂,可与或不与食物同服,D,肾功能不全时减量,正常剂量,QD,,,
general-drug-database.ts,perindopril,培哚普利,2mg;4mg;8mg,mg,ACE抑制剂,中国上市,Perindopril,PER,雅施达,4-8mg,,每日1次,口服,口服,高血压;心力衰竭;稳定性冠心病,血管神经性水肿;妊娠;双侧肾动脉狭窄,干咳;高钾血症;头晕,钾补充剂;NSAID;锂剂,早晨餐前服用,D,肾功能不全时减量,肝功能损害时谨慎,QD,,,
general-drug-database.ts,benazepril,贝那普利,5mg;10mg;20mg,mg,ACE抑制剂,中国上市,Benazepril,BEN,洛汀新,10-40mg,,每日1次,口服,口服,高血压,血管神经性水肿;妊娠;双侧肾动脉狭窄,干咳;高钾血症;头晕,钾补充剂;NSAID;锂剂,可与或不与食物同服,D,肾功能不全时减量,肝功能损害时谨慎,QD,,,
general-drug-database.ts,fosinopril,福辛普利,10mg;20mg,mg,ACE抑制剂,中国上市,Fosinopril,FOS,蒙诺,10-40mg,,每日1次,口服,口服,高血压;心力衰竭,血管神经性水肿;妊娠;双侧肾动脉狭窄,干咳;高钾血症;头晕,钾补充剂;NSAID;锂剂,可与或不与食物同服,D,正常剂量,正常剂量,QD,,,
general-drug-database.ts,bisoprolol,富马酸比索洛尔,2.5mg;5mg;10mg,mg,选择性β1受体阻滞剂,中国上市,Bisoprolol,BIS,康忻,2.5-10mg,,每日1次,口服,口服,高血压;心力衰竭;心绞痛,哮喘;严重心动过缓;心源性休克;二三度房室传导阻滞,疲劳;头晕;心动过缓;失眠,地高辛;胰岛素;利血平,可与食物同服,C,正常剂量,肝功能损害时谨慎,QD,,,
general-drug-database.ts,atenolol,阿替洛尔,25mg;50mg;100mg,mg,选择性β1受体阻滞剂,中国上市,Atenolol,ATE,天诺敏,25-100mg,,每日1次;每日2次,口服,口服,高血压;心绞痛;心肌梗死,哮喘;严重心动过缓;心源性休克,疲劳;头晕;心动过缓,地高辛;钙通道阻滞剂,可与或不与食物同服,D,肾功能不全时减量,正常剂量,QD,,,
general-drug-database.ts,acebutolol,醋丁洛尔,200mg;400mg,mg,选择性β1受体阻滞剂,中国上市,Acebutolol,ACE,醋丁洛尔,200-800mg,,每日2次,口服,口服,高血压;心律失常;心绞痛,哮喘;严重心动过缓;心源性休克,疲劳;头晕;心动过缓,地高辛;胰岛素,可与食物同服,B,肾功能不全时减量,肝功能损害时减量,BID,,,
general-drug-database.ts,carvedilol,卡维地洛,6.25mg;12.5mg;25mg,mg,非选择性β受体阻滞剂,中国上市,Carvedilol,CAR,达利全,6.25-50mg,,每日2次,口服,口服,高血压;心力衰竭,哮喘;严重心动过缓;心源性休克;严重肝功能不全,头晕;疲劳;腹泻;体重增加,地高辛;胰岛素;西咪替丁,餐时服用,C,肾功能不全时谨慎,肝功能损害时禁用,BID,,,
general-drug-database.ts,nebivolol,奈必洛尔,2.5mg;5mg;10mg,mg,高选择性β1受体阻滞剂,中国上市,Nebivolol,NEB,奈必洛尔,5-10mg,,每日1次,口服,口服,高血压;心力衰竭,哮喘;严重心动过缓;心源性休克;严重肝功能不全,疲劳;头痛;头晕,地高辛;西咪替丁,可与或不与食物同服,C,eGFR<30减量,肝功能损害时禁用,QD,,,
general-drug-database.ts,furosemide,呋塞米,20mg;40mg,mg,襻利尿剂,中国上市,Furosemide,FUR,速尿,20-80mg,,每日1次;每日2次,口服,口服;静脉注射,水肿;高血压;急性肺水肿,无尿;严重低钾血症;肝性脑病前期,低钾血症;低血压;脱水;痛风,地高辛;氨基糖苷类;锂剂,晨起服用避免夜尿,C,正常剂量,肝性脑病风险时谨慎,QD,,,
general-drug-database.ts,hydrochlorothiazide,氢氯噻嗪,12.5mg;25mg;50mg,mg,噻嗪类利尿剂,中国上市,Hydrochlorothiazide,HCTZ,双氢克尿噻,12.5-50mg,,每日1次,口服,口服,高血压;水肿,无尿;严重肾功能不全;低钾血症,低钾血症;高尿酸血症;高血糖;光敏反应,地高辛;锂剂;降糖药,早晨服用定期监测电解质,B,正常剂量,正常剂量,QD,,,
general-drug-database.ts,indapamide,吲达帕胺,1.5mg;2.5mg,mg,噻嗪样利尿剂,中国上市,Indapamide,IND,纳催离,1.5-2.5mg,,每日1次,口服,口服,高血压,无尿;严重肾功能不全;低钾血症,低钾血症;高尿酸血症;高血糖,地高辛;锂剂,早晨服用,B,正常剂量,正常剂量,QD,,,
general-drug-database.ts,spironolactone,螺内酯,20mg;40mg,mg,保钾利尿剂,中国上市,Spironolactone,SPIR,安体舒通,20-80mg,,每日1次,口服,口服,高醛固酮血症;心力衰竭;高血压,高钾血症;急性肾功能不全;艾迪生病,高钾血症;男性乳房发育;月经失调,ACE抑制剂;ARB;钾补充剂,监测血钾水平,D,肾功能不全时禁用,肝功能损害时谨慎,QD,,,
general-drug-database.ts,torasemide,托拉塞米,5mg;10mg;20mg,mg,襻利尿剂,中国上市,Torasemide,TOR,特苏敏,5-20mg,,每日1次,口服,口服,水肿;高血压,无尿;严重低钾血症;肝性脑病,低钾血症;低血压;高尿酸血症,地高辛;氨基糖苷类,晨起服用定期监测电解质,B,肾功能不全时调整剂量,肝性脑病风险时谨慎,QD,,,
general-drug-database.ts,amiloride,阿米洛利,5mg,mg,保钾利尿剂,中国上市,Amiloride,AMI,阿米洛利,5-10mg,,每日1次,口服,口服,水肿;高血压;低钾血症,高钾血症;严重肾功能不全,高钾血症;恶心;腹泻,ACE抑制剂;钾补充剂,监测血钾水平,B,肌酐清除率<10ml/min禁用,正常剂量,QD,,,
general-drug-database.ts,triamterene,氨苯蝶啶,50mg;100mg,mg,保钾利尿剂,中国上市,Triamterene,TRI,氨苯蝶啶,50-100mg,,每日1次,口服,口服,水肿;高血压,高钾血症;严重肾功能不全,高钾血症;肾结石;恶心,ACE抑制剂;钾补充剂,监测血钾肾功能,C,肾功能不全时禁用,正常剂量,QD,,,
general-drug-database.ts,verapamil,维拉帕米,40mg;80mg;120mg;240mg,mg,非二氢吡啶类钙通道阻滞剂,中国上市,Verapamil,VER,异搏定,120-480mg,,每日3次;每日1次,口服,口服,室上性心律失常;高血压;心绞痛,严重心功能不全;二三度房室传导阻滞;病窦综合征,便秘;头晕;水肿;心动过缓,β受体阻滞剂;地高辛;他汀类,可与食物同服,C,正常剂量,肝功能损害时减量,TID,,,
general-drug-database.ts,diltiazem,地尔硫䓬,30mg;60mg;90mg,mg,非二氢吡啶类钙通道阻滞剂,中国上市,Diltiazem,DIL,合心爽,90-360mg,,每日3次;每日1次,口服,口服,室上性心律失常;高血压;心绞痛,严重心功能不全;二三度房室传导阻滞;病窦综合征,头痛;水肿;心动过缓,β受体阻滞剂;地高辛;西咪替丁,可与食物同服,C,正常剂量,肝功能损害时减量,TID,,,
general-drug-database.ts,digoxin,地高辛,0.0625mg;0.125mg;0.25mg,mg,强心苷,中国上市,Digoxin,DIG,地高辛,0.125-0.25mg,,每日1次,口服,口服,心力衰竭;房颤,房室传导阻滞;病窦综合征;肥厚型心肌病,恶心;视觉障碍;心律失常;地高辛中毒,钙剂;奎尼丁;胺碘酮,监测血药浓度和肾功能,C,肾功能不全时减量,正常剂量,QD,,,
